date,open,high,low,close,volume,RSI_TA
2020-03-24 18:00:00,60.9141559324,61.0843209834,60.8845620105,61.0843209834,248892,67.36799617487763
2020-03-24 18:15:00,61.0843209834,61.1361103467,60.7908479244,61.0497947411,174160,66.46079223326933
2020-03-24 18:30:00,61.0497947411,61.2840799563,61.0497947411,61.2840799563,103944,69.50111308570008
2020-03-24 18:45:00,61.2840799563,61.4073879642,61.1731027491,61.296410757,133876,69.65903086327734
2020-03-24 19:00:00,61.2840799563,61.3827263626,61.2347567531,61.2840799563,101248,69.26776964876797
2020-03-24 19:15:00,61.2717491555,61.3334031594,61.0128023387,61.0966517842,94196,63.36605517946284
2020-03-24 19:30:00,61.1188472256,61.2125613116,60.815509526,60.8352388073,100176,56.09419167935416
2020-03-24 19:45:00,60.815509526,60.8648327292,60.5935551117,60.5935551117,96440,50.27515329769197
2020-03-24 20:00:00,60.6182167133,60.8648327292,60.3592698965,60.6675399164,329788,51.940098496642584
2020-03-25 04:15:00,62.8870840597,63.0991738334,62.1546344925,62.8870840597,153364,77.06860788471823
2020-03-25 04:30:00,62.9117456613,63.1090384741,62.7859714932,63.1090384741,58308,78.30601267759764
2020-03-25 04:45:00,63.2397449625,63.5036240995,63.1213692749,63.5036240995,34680,80.36124687605005
2020-03-25 05:00:00,63.3877145721,63.5036240995,62.8870840597,63.3803160916,62744,77.84703095771903
2020-03-25 05:15:00,63.3753837713,64.0708409362,63.308797447,63.8735481234,61364,80.50811342199822
2020-03-25 05:30:00,63.8612173226,64.0955025377,63.8242249202,64.0955025377,23440,81.59353359687665
2020-03-25 05:45:00,64.021517733,64.0930363776,63.6269321075,63.6269321075,51872,72.31892428946338
2020-03-25 06:00:00,63.8217587601,63.8735481234,63.1534293569,63.3137297673,43928,66.7835373812424
2020-03-25 06:15:00,63.417308494,63.417308494,62.642934204,62.6922574072,87972,57.29127202722199
2020-03-25 06:30:00,62.6922574072,62.8500916573,62.208890016,62.2705440199,75756,51.83714036831567
2020-03-25 06:45:00,62.2212208167,62.3321980239,61.7773119881,61.8438983124,86828,46.908498749913235
2020-03-25 07:00:00,61.8438983124,62.0732512072,60.9906068973,60.9906068973,196588,38.84936004545428
2020-03-25 07:15:00,61.2224259523,62.023928004,61.1607719483,61.6046807769,538212,46.117107189052746
2020-03-25 07:30:00,61.6342746989,61.9376123984,61.4937035698,61.6737332614,295548,46.89140997117939
2020-03-25 07:45:00,61.7279887849,61.7748458279,60.9585468152,61.2470875539,413636,42.75065682862657
2020-03-25 08:00:00,61.1657042686,61.264350675,60.8031787252,61.2618845148,206732,42.9412914135028
2020-03-25 08:15:00,61.636740859,62.023928004,60.7908479244,61.4123202845,807664,44.97350875406371
2020-03-25 08:30:00,61.466575808,61.7230564646,61.3210723586,61.5306959722,344480,46.60596270304366
2020-03-25 08:45:00,61.5306959722,61.8019735897,61.4567111674,61.6293423785,399372,48.008167840978174
2020-03-25 09:00:00,61.6293423785,61.9943340821,61.4789066088,61.9006199961,511700,51.805167223186444
2020-03-25 09:15:00,61.9820032813,62.0732512072,61.6046807769,61.9820032813,833680,52.9301807651715
2020-03-25 09:30:00,62.023928004,62.0362588048,61.7477180662,61.8710260741,517464,51.15385436530884
2020-03-25 09:45:00,61.8389659921,63.6885861115,61.6540039801,62.813099255,30984736,62.7351710071234
2020-03-25 10:00:00,62.813099255,62.845159337,61.6219438981,61.8685352524,16891556,49.816067259756515
2020-03-25 10:15:00,61.8192367108,61.8291013514,60.2482926894,60.4628239616,16338344,37.33415922281897
2020-03-25 10:30:00,60.4653147834,61.1537680534,60.4332547013,61.137639366,10547388,44.60314863356466
2020-03-25 10:45:00,61.1336688481,61.5356282925,61.0769471645,61.2002305108,9203836,45.24580239260835
2020-03-25 11:00:00,61.2144849166,61.8143043905,61.0004715379,61.7625150271,7864976,50.835350621819266
2020-03-25 11:15:00,61.7797781483,62.5294415134,61.7501842263,62.179296094,11662796,54.58426924837318
2020-03-25 11:30:00,62.1822801478,62.8870840597,62.1620329729,62.6010094813,10511468,58.110091737280996
2020-03-25 11:45:00,62.6108741219,62.7636280822,61.9647401602,62.1423036917,6972652,53.20846473574554
2020-03-25 12:00:00,62.1423036917,62.5911448406,62.0288603243,62.4407090709,6254924,55.85128571686518
2020-03-25 12:15:00,62.4629045124,62.9832643059,62.4012505084,62.8751725062,8508888,59.48577299670666
2020-03-25 12:30:00,62.8746546125,63.076978392,62.7144528486,62.7465129307,6530300,57.94472404299241
2020-03-25 12:45:00,62.7415806103,62.9339411028,62.5368893171,62.7795594768,7156040,58.247802581913014
2020-03-25 13:00:00,62.7859714932,62.9561365442,62.4924984343,62.6330695633,7530272,56.286218283446615
2020-03-25 13:15:00,62.6381745149,63.0843768725,62.5862125203,62.7823462378,6656664,57.86367298274955
2020-03-25 13:30:00,62.7761068526,62.9931289466,62.6725281259,62.8698209386,5511844,58.813773587534705
2020-03-25 13:45:00,62.8747532589,63.3803160916,62.7662422119,63.3655191306,8175804,63.852437244279216
2020-03-25 14:00:00,63.3729176111,63.4543008964,62.813099255,62.9733996653,7397960,57.75506040628923
2020-03-25 14:15:00,62.9869635462,63.0557940762,62.315107534,62.984497386,7867712,57.87924441093388
2020-03-25 14:30:00,62.9783319856,63.138632396,62.7169190087,62.8944825402,5660424,56.411904792587904
2020-03-25 14:45:00,62.8944825402,62.9586027044,62.4924984343,62.7218513291,5807200,53.57053654256768
2020-03-25 15:00:00,62.7233063636,63.0449183099,62.5837463602,62.8673547785,6341496,55.62562961679272
2020-03-25 15:15:00,62.8794636248,63.1337000757,62.7859714932,63.076978392,6959260,58.51177472878395
2020-03-25 15:30:00,63.0806776322,63.417308494,62.8254300558,62.9635350247,9063348,56.34809649776926
2020-03-25 15:45:00,62.9733996653,63.3334590486,61.8463644726,61.8956876757,11838748,40.840122441282276
2020-03-25 16:00:00,61.8726290782,62.2508147387,60.2482926894,60.5356003479,30651184,29.542835235435696
2020-03-25 16:15:00,60.5491642288,60.6675399164,60.2606234902,60.5886227914,3988388,30.362081407815985
2020-03-25 16:30:00,60.5886227914,60.6428783149,60.3716006973,60.6428783149,274356,31.254373640415523
2020-03-25 16:45:00,60.6330136742,60.8525019284,60.5688935101,60.5688935101,5633812,30.66977334314355
2020-03-25 17:00:00,60.5491642288,60.7637201627,60.5491642288,60.7439908814,115680,33.86362172481723
2020-03-25 17:15:00,60.7291939204,60.8105772057,60.6182167133,60.6552091157,82956,33.02216850341152
2020-03-25 17:30:00,60.6700060766,60.8253741666,60.6700060766,60.7612540025,110828,35.1227686754166
2020-03-25 17:45:00,60.7908479244,60.9634791356,60.7612540025,60.9166220925,153720,38.21964164982372
2020-03-25 18:00:00,60.9141559324,60.9141559324,60.8253741666,60.9141559324,50120,38.1880765715881
2020-03-25 18:15:00,60.9141559324,61.2273582726,60.8253741666,61.0251331395,211144,40.59650285072572
2020-03-25 18:30:00,61.0374639403,61.2248921124,60.9141559324,61.0128023387,87092,40.405671606889555
2020-03-25 18:45:00,60.924020573,61.1361103467,60.9141559324,61.0744563427,58740,41.895476401811926
2020-03-25 19:00:00,61.094185624,61.1237795459,60.9634791356,61.1114487451,47928,42.830936626464016
2020-03-25 19:15:00,61.1065164248,61.155839628,60.8401711276,60.8401711276,109596,37.943882639360645
2020-03-25 19:30:00,60.7908479244,60.9511483348,60.6231490336,60.9511483348,106108,40.95073728330686
2020-03-25 19:45:00,60.938817534,60.9758099364,60.815509526,60.9018251316,64532,40.01077412615764
2020-03-25 20:00:00,60.924020573,61.1114487451,60.924020573,61.0423962606,84548,44.006710021825256
2020-03-26 04:15:00,59.9770150719,60.1743078846,59.9276918687,59.9819473922,52772,28.42470402648961
2020-03-26 04:30:00,60.0978569197,60.0978569197,59.7131359348,59.9276918687,30892,27.873840444964127
2020-03-26 04:45:00,59.8068500209,60.0140074743,59.6810758528,59.6810758528,30516,25.430064159417267
2020-03-26 05:00:00,59.8759025053,60.0016766735,59.8759025053,60.0016766735,8996,33.67646118695195
2020-03-26 05:15:00,60.1743078846,60.305014373,59.9572857906,59.9572857906,13796,33.12317460397133
2020-03-26 05:30:00,59.9572857906,59.9572857906,59.9276918687,59.9276918687,1780,32.7320686342429
2020-03-26 05:45:00,60.0436013962,60.0436013962,59.9597519508,59.9770150719,3808,34.14585222192121
2020-03-26 06:00:00,60.1175862009,60.2039018065,60.1175862009,60.1545786033,1384,39.167023023292664
2020-03-26 06:15:00,60.2039018065,60.2976158926,60.1989694862,60.2359618886,8096,41.40101673484841
2020-03-26 06:30:00,60.2359618886,60.2976158926,60.2236310878,60.272954291,11496,42.44901726002819
2020-03-26 06:45:00,60.2976158926,60.6182167133,60.2976158926,60.5886227914,11736,50.662961785026354
2020-03-26 07:00:00,60.4209239005,60.4924425451,60.2433603691,60.2433603691,36392,43.29070713365178
2020-03-26 07:15:00,60.1817063651,60.4776455842,60.1743078846,60.4332547013,182860,47.84438277375455
2020-03-26 07:30:00,60.4332547013,60.5688935101,60.3839314981,60.5047733459,125636,49.51012572221173
2020-03-26 07:45:00,60.4973748655,60.5688935101,60.2630896503,60.2630896503,97676,44.294855431077984
2020-03-26 08:00:00,60.2630896503,60.2630896503,59.8043838607,59.8512409038,267296,37.04134141734055
2020-03-26 08:15:00,59.8068500209,60.5688935101,59.4961138408,59.5109108018,439720,32.276649847302
2020-03-26 08:30:00,59.5109108018,59.824113142,59.343211911,59.4319936767,387216,31.259489500593865
2020-03-26 08:45:00,59.3481442313,60.4603824631,59.2864902273,60.0288044352,1068336,45.44356158082577
2020-03-26 09:00:00,60.0288044352,60.7415247212,59.8907241279,60.6700060766,546028,56.068191297939556
2020-03-26 09:15:00,60.6675399164,61.1607719483,60.4236613383,61.1533734678,667808,62.132793806396556
2020-03-26 09:30:00,61.1311780264,61.6022146168,60.7415247212,60.8278403268,928936,56.41146321711972
2020-03-26 09:45:00,60.7957802447,62.194093055,60.7563216822,61.4641096479,21287340,63.56511642138341
2020-03-26 10:00:00,61.4670443785,61.6785915969,61.0423962606,61.3555986009,11168780,61.681754262416746
2020-03-26 10:15:00,61.358064761,61.4690419682,61.0103361786,61.264350675,10591732,60.04959444858139
2020-03-26 10:30:00,61.2618845148,62.063361905,61.1928320304,61.7748458279,11606632,65.60436889060475
2020-03-26 10:45:00,61.7958081893,62.3001379418,61.7849817462,61.9566018317,9426632,67.36671703859547
2020-03-26 11:00:00,61.9474770391,62.0806496877,61.4690419682,61.8831595821,7527892,65.87879613593647
2020-03-26 11:15:00,61.8636275937,62.0436572853,61.6318085387,61.8340336718,5608316,64.8338604910554
2020-03-26 11:30:00,61.8340336718,62.4060348591,61.7847104686,62.3617919458,6355120,70.34621376862412
2020-03-26 11:45:00,62.3501270083,62.8072297938,62.3050702622,62.5294908366,8845564,71.87447196373682
2020-03-26 12:00:00,62.5220923562,62.6404680438,62.2212208167,62.5862125203,6646040,72.39933218076212
2020-03-26 12:15:00,62.5985433211,62.8821517394,62.4678368327,62.4998969147,5933788,70.22384589214415
2020-03-26 12:30:00,62.5072953952,62.7675246152,62.3519273052,62.6971897275,5657548,72.29934402653217
2020-03-26 12:45:00,62.7243174892,62.8870840597,62.5294908366,62.6478665243,5150048,70.9505730230065
2020-03-26 13:00:00,62.6466334442,62.7785730127,62.4900322741,62.6873250868,4160424,71.41595134931374
2020-03-26 13:15:00,62.6947235673,62.8698209386,62.0732512072,62.1694314534,6031720,58.09100805065165
2020-03-26 13:30:00,62.1669652932,62.3864535474,62.0091557047,62.1595668128,5198032,57.86665716183726
2020-03-26 13:45:00,62.1423036917,62.1817622542,61.6934625427,62.0436572853,6114884,55.13711774244851
2020-03-26 14:00:00,62.0461234454,62.2532808988,61.8586952733,62.132439051,4579968,56.838307072101834
2020-03-26 14:15:00,62.1299728909,62.4555060319,62.0757173674,62.1558675725,5587564,57.304384873373465
2020-03-26 14:30:00,62.1571006526,62.534423157,62.0905143283,62.4752353131,5230864,63.211867043010905
2020-03-26 14:45:00,62.4752353131,62.7280167295,62.3938520279,62.4037166685,6603416,61.14507207221196
2020-03-26 15:00:00,62.4135813092,62.5368893171,62.1521683323,62.3846285889,5766280,60.5684690720619
2020-03-26 15:15:00,62.3765889068,62.4036920069,61.9006199961,61.9425447188,5450428,48.91427923802833
2020-03-26 15:30:00,61.9548755196,62.4801676335,61.7995074295,62.3839873873,6506416,57.76647521529017
2020-03-26 15:45:00,62.3839873873,62.6577311649,61.8044397498,62.3667242661,10731408,57.3425763359362
2020-03-26 16:00:00,62.3568596255,63.7946309983,62.0658527267,63.7453077951,27866864,73.97789562527646
2020-03-26 16:15:00,63.6565260294,63.7453077951,62.3438136383,63.4518347362,8068068,67.83446916730246
2020-03-26 16:30:00,63.4789624979,63.7354431545,63.3803160916,63.4295406484,1193720,67.37081886648149
2020-03-26 16:45:00,63.4247069744,63.5134887402,63.3803160916,63.3827822517,254192,66.33345480780018
2020-03-26 17:00:00,63.3827822517,63.5184210605,63.3827822517,63.5036240995,106108,67.73416592086633
2020-03-26 17:15:00,63.5208872207,63.7354431545,63.4592332167,63.4592332167,754184,66.62335156414288
2020-03-26 17:30:00,63.4789624979,63.4789624979,63.3112636071,63.3803160916,66972,64.56969202569364
2020-03-26 17:45:00,63.3753837713,63.5529473027,63.3753837713,63.5282857011,44376,66.67111095657647
2020-03-26 18:00:00,63.4789624979,63.6170674669,63.4789624979,63.6170674669,69196,67.91664969081742
2020-03-26 18:15:00,63.5850073848,63.6762553107,63.4789624979,63.5406165019,177552,65.61321720542183
2020-03-26 18:30:00,63.6170674669,63.6269321075,63.464165537,63.5529473027,41904,65.81720476296144
2020-03-26 18:45:00,63.5529473027,63.6491275489,63.3803160916,63.3926468924,79888,60.70977211663064
2020-03-26 19:00:00,63.3951130525,63.4543008964,63.2570080836,63.2570080836,55356,56.65174975172158
2020-03-26 19:15:00,63.2816696852,63.35565449,63.185489439,63.2570080836,71092,56.651749751721596
2020-03-26 19:30:00,63.2816696852,63.4912932987,63.232346482,63.4789624979,31620,61.64450591694571
2020-03-26 19:45:00,63.4296392948,63.6269321075,63.3778499314,63.6244659473,78844,64.56340346580421
2020-03-26 20:00:00,63.6244659473,63.8735481234,63.6244659473,63.8562850023,133680,68.70300310119154
2020-03-27 04:15:00,62.7489790908,62.8229638956,62.5788140398,62.8229638956,12568,43.81449454774988
2020-03-27 04:30:00,62.9364072629,62.9364072629,62.5171600359,62.6034756414,33304,40.421377758263375
2020-03-27 04:45:00,62.6404680438,62.6404680438,62.566483239,62.6404680438,3420,41.25779136060812
2020-03-27 05:00:00,62.6404680438,62.7070543681,62.5171600359,62.5171600359,7524,39.2538711320235
2020-03-27 05:15:00,62.4431752311,62.6404680438,62.1743637737,62.3321980239,17072,36.3637075112761
2020-03-27 05:30:00,62.3938520279,62.4234459498,62.3001379418,62.3001379418,36284,35.86439313059139
2020-03-27 05:45:00,62.2286192972,62.3667242661,62.1768299339,62.1768299339,21448,33.9106934666676
2020-03-27 06:00:00,62.1743637737,62.2680778598,62.147236012,62.147236012,11220,33.43384494341409
2020-03-27 06:15:00,62.147236012,62.2680778598,61.9795371211,62.1225744104,24688,33.0118368537956
2020-03-27 06:30:00,62.070785047,62.147236012,61.9992664024,62.147236012,16492,33.92171198630224
2020-03-27 06:45:00,62.0979128088,62.4703029928,62.0485896056,62.3765889068,43648,41.92461142683063
2020-03-27 07:00:00,62.2927394614,62.3395965044,61.9746048008,61.9746048008,28484,34.04160586133351
2020-03-27 07:15:00,62.085582008,62.751445251,61.9795371211,62.7021220478,296576,51.89845367775137
2020-03-27 07:30:00,62.689791247,62.7489790908,62.3321980239,62.3321980239,268080,45.122293086809414
2020-03-27 07:45:00,62.3445288247,62.5886786805,62.147236012,62.5171600359,184456,48.77072343940453
2020-03-27 08:00:00,62.6084079617,62.6404680438,62.0979128088,62.2212208167,165776,43.699684459882256
2020-03-27 08:15:00,62.5911695022,62.7267836494,61.9746048008,61.9746048008,511444,39.9257198691046
2020-03-27 08:30:00,61.9894017618,62.472769153,61.9746048008,62.4037166685,197484,48.38667123460348
2020-03-27 08:45:00,62.4431752311,62.5812802,62.3445288247,62.4061828287,174332,48.43220656495201
2020-03-27 09:00:00,62.4135813092,62.4308444303,62.0609204064,62.1497021721,289848,44.02551217839311
2020-03-27 09:15:00,62.147236012,62.364258106,61.9647401602,61.9869356016,272548,41.416640592514604
2020-03-27 09:30:00,61.9869356016,62.4726705066,61.9869356016,62.3543934653,203892,48.8775360809986
2020-03-27 09:45:00,62.3321980239,62.4777014733,61.2544860343,61.4024556439,19443872,35.94147237285048
2020-03-27 10:00:00,61.4147864447,61.9376123984,61.2766814758,61.8669815715,9807220,43.85218549359068
2020-03-27 10:15:00,61.8734922343,61.9474770391,61.6120792574,61.6493429374,7659204,41.24865274662328
2020-03-27 10:30:00,61.6490716598,61.7403195857,61.3309369993,61.5134328511,6808356,39.64516271558306
2020-03-27 10:45:00,61.5158990112,61.7501842263,61.3654632415,61.5800191754,4908412,40.873619003903144
2020-03-27 11:00:00,61.5849514957,61.6885302224,61.4147864447,61.5800191754,4312040,40.873619003903144
2020-03-27 11:15:00,61.5849514957,61.9499431992,61.5849514957,61.8660937538,5106664,46.44681453087229
2020-03-27 11:30:00,61.868559914,62.1768299339,61.8364998319,61.9808935092,6372076,48.56906979092709
2020-03-27 11:45:00,61.9696724805,62.070785047,61.7822443084,61.8832335669,4122132,46.84620656783246
2020-03-27 12:00:00,61.8858230351,61.9129507968,61.6244100582,61.6540039801,3721476,42.94543276492077
2020-03-27 12:15:00,61.65153782,61.6761994216,61.4073879642,61.5454929331,4467092,41.17491263905975
2020-03-27 12:30:00,61.5491921734,61.7551165467,61.4788819472,61.6342746989,4586100,43.26272165610839
2020-03-27 12:45:00,61.6268762184,62.0115972032,61.5824853355,61.9721386407,4674076,50.54906047435517
2020-03-27 13:00:00,61.9746048008,61.9844694415,61.7427857459,61.909843435,3932468,49.2762039649452
2020-03-27 13:15:00,61.9277477578,61.9918679219,61.7649811873,61.8340336718,3448468,47.68222726076266
2020-03-27 13:30:00,61.8414321522,62.1965592152,61.7797781483,61.9970221967,5722436,51.371620701635116
2020-03-27 13:45:00,62.0140633634,62.798302294,61.9400785586,62.4961976745,9614072,60.64417731278125
2020-03-27 14:00:00,62.4963703057,62.7267836494,62.373728161,62.4850999538,4776352,60.365010308460576
2020-03-27 14:15:00,62.4900322741,62.5689493992,62.0781835275,62.2224538968,5725360,53.95270942900789
2020-03-27 14:30:00,62.2310607958,62.5368893171,62.2236869769,62.4160474693,3980716,57.576351080588935
2020-03-27 14:45:00,62.4247530147,62.6306034032,62.3247995434,62.3778219869,3448816,56.61665011297732
2020-03-27 15:00:00,62.3691904263,62.5960771609,62.2212208167,62.5714155594,4351648,60.274976718094244
2020-03-27 15:15:00,62.5674450415,62.9857304661,62.4777014733,62.6675958056,7730284,62.011172866749405
2020-03-27 15:30:00,62.6725281259,63.1016399936,62.5786907318,62.9340644108,7539452,66.44375426281768
2020-03-27 15:45:00,62.9265426223,62.9561365442,61.6540039801,61.9156389114,10943300,44.69846395879976
2020-03-27 16:00:00,61.9104846367,62.0954466486,60.9264867332,61.0670578622,22962656,34.45010694825191
2020-03-27 16:15:00,61.0966517842,61.1928320304,60.9141559324,61.0719901826,4840696,34.545265806592134
2020-03-27 16:30:00,61.0226669794,61.8666609707,60.9782760965,61.0374639403,228884,34.16650555796911
2020-03-27 16:45:00,61.0029376981,61.0966517842,60.9215544128,61.0571932216,342244,34.61341039214599
2020-03-27 17:00:00,61.0621255419,61.0867871435,61.0448624208,61.0695240224,126056,34.91465544981951
2020-03-27 17:15:00,61.0695240224,61.0744563427,61.0202008192,61.0497947411,57192,34.63612728662078
2020-03-27 17:30:00,61.0497947411,61.1484411475,61.0374639403,61.1237795459,73052,36.701850806566306
2020-03-27 17:45:00,61.1237795459,61.1237795459,61.0128023387,61.0399301005,36944,35.32171316402347
2020-03-27 18:00:00,61.0399301005,61.1583057881,61.0128023387,61.1583057881,44132,38.86244767797536
2020-03-27 18:15:00,61.1583057881,61.1607719483,61.0128023387,61.0423962606,41920,36.71546252287403
2020-03-27 18:30:00,61.0128023387,61.0596593818,60.9881407371,61.0152684989,23320,36.2047832512271
2020-03-27 18:45:00,61.0251331395,61.0349977802,61.0152684989,61.0349977802,17112,36.90110005954392
2020-03-27 19:00:00,61.03253162,61.0349977802,60.9881407371,61.0349977802,10932,36.90110005954392
2020-03-27 19:15:00,61.0300654599,61.0349977802,60.9585468152,61.0078700184,28824,36.25358548766368
2020-03-27 19:30:00,61.0054038583,61.0128023387,60.9412836941,60.9511483348,21740,34.858370832221524
2020-03-27 19:45:00,60.9462160144,60.985674577,60.9462160144,60.9536144949,4684,34.97706171779908
2020-03-27 20:00:00,60.938817534,60.9881407371,60.9141559324,60.9141559324,59624,33.89897456947938
2020-03-30 04:15:00,60.9141559324,60.9141559324,60.5491642288,60.7168631196,49648,29.02001957019625
2020-03-30 04:30:00,60.692201518,60.7661863228,60.692201518,60.7661863228,16196,31.700937761438695
2020-03-30 04:45:00,60.8648327292,60.9141559324,60.8401711276,60.8401711276,6648,35.67648807548322
2020-03-30 05:00:00,61.0867871435,61.1854335499,61.0719901826,61.1854335499,16660,50.38035354918964
2020-03-30 05:15:00,61.0374639403,61.0374639403,60.9511483348,60.9511483348,6704,43.08894024825794
2020-03-30 05:30:00,61.1114487451,61.65153782,61.1114487451,61.3555986009,9548,55.2782276160688
2020-03-30 05:45:00,61.5676883746,61.5800191754,61.5676883746,61.5800191754,4616,60.41089825041501
2020-03-30 06:00:00,61.4073879642,61.4073879642,61.1114487451,61.2840799563,10596,51.85030065229791
2020-03-30 06:15:00,61.202696671,61.3210723586,61.0497947411,61.1632381085,8316,48.771655183668216
2020-03-30 06:30:00,61.2002305108,61.2692829953,61.0966517842,61.0966517842,11548,47.09091055000382
2020-03-30 06:45:00,61.1607719483,61.3827263626,61.1607719483,61.3827263626,8844,54.448268916234454
2020-03-30 07:00:00,61.2840799563,61.2840799563,61.2840799563,61.2840799563,1896,51.741677557637004
2020-03-30 07:15:00,61.2890122766,61.4049218041,60.9141559324,61.2840799563,202760,51.741677557637
