date,open,high,low,close,volume,std,MA,BOLU,BOLD
2020-03-09 11:00:00,127.02,127.93998,126.222,126.937,3270485,3.413718997600546,124.04183166666667,128.13829446378733,119.94536886954602
2020-03-09 11:15:00,126.882,127.083,125.422,125.848,3212425,3.3415088521690834,124.41249833333332,128.42230895593622,120.40268771073042
2020-03-09 11:30:00,125.8,126.81994,125.192,125.88474,2976015,3.135246465757124,124.85289333333333,128.61518909224188,121.09059757442478
2020-03-09 11:45:00,125.756,126.814,125.114,126.203,2515500,2.9180092968489846,125.27847666666666,128.78008782288543,121.77686551044788
2020-03-09 12:00:00,126.246,127.78614,125.90002,127.37396,3358190,2.7484764530234562,125.74580666666667,129.0439784102948,122.44763492303852
2020-03-09 12:15:00,127.324,128.398,126.642,127.285,2373820,2.2560337544031195,126.29755666666667,129.0047971719504,123.59031616138292
2020-03-09 12:30:00,127.366,127.484,126.0,126.222,1507535,1.592753166720181,126.71605666666666,128.62736046673086,124.80475286660244
2020-03-09 12:45:00,126.28,127.594,126.0753,126.97388,1716465,1.3013625305658751,126.98054833333333,128.5421833700124,125.41891329665428
2020-03-09 13:00:00,126.95,127.996,126.6,126.812,1824770,1.2381061312845763,127.07479833333333,128.5605256908748,125.58907097579184
2020-03-09 13:15:00,126.796,127.808,126.604,127.57732,1627080,0.6577200485678399,126.83224166666668,127.62150572494808,126.04297760838527
2020-03-09 13:30:00,127.628,127.628,126.0,126.168,1559025,0.6010642519858825,126.69374166666667,127.41501876904972,125.97246456428361
2020-03-09 13:45:00,126.086,126.167,124.792,125.154,2848580,0.7341385686950707,126.53657499999998,127.41754128243407,125.6556087175659
2020-03-09 14:00:00,125.184,125.9,123.70412,123.944,2473515,1.0332277178016074,126.28715833333332,127.52703159469525,125.0472850719714
2020-03-09 14:15:00,124.1,124.53,123.05202,124.492,1941930,1.152848649104732,126.17415833333332,127.557576712259,124.79073995440764
2020-03-09 14:30:00,124.498,125.23446,123.212,123.53492,2344635,1.3830578196551537,125.97834,127.6380093835862,124.31867061641381
2020-03-09 14:45:00,123.502,124.39998,122.466,123.2332,2424090,1.5895020306049132,125.73085666666668,127.63825910339258,123.82345422994078
2020-03-09 15:00:00,123.17052,124.79,122.718,124.002,1919910,1.5705624657775505,125.44986,127.33453495893306,123.56518504106694
2020-03-09 15:15:00,124.08134,125.0,123.002,123.006,2386720,1.6014829447242285,125.09327666666665,127.01505620033572,123.17149713299759
2020-03-09 15:30:00,123.076,123.81598,122.64002,122.926,2787500,1.6714173163135768,124.81860999999999,126.82431077957628,122.8129092204237
2020-03-09 15:45:00,122.982,123.506,122.2,123.148,2586110,1.585616125808635,124.49978666666665,126.40252601763702,122.59704731569629
2020-03-09 16:00:00,123.13168,123.7,121.292,121.292,4759090,1.6531052950753569,124.03978666666667,126.0235130207571,122.05606031257625
2020-03-09 16:15:00,121.202,122.758,121.2,121.6,215315,1.3658624418914955,123.54167666666666,125.18071159693646,121.90264173639686
2020-03-09 16:30:00,122.596,122.796,122.0,122.024,102435,1.1479661537561887,123.19634333333333,124.57390271784075,121.81878394882591
2020-03-09 16:45:00,122.04,122.108,121.3,121.502,228720,1.0627170822172871,122.89201000000001,124.16727049866076,121.61674950133927
2020-03-09 17:00:00,121.506,121.506,120.6,120.65,137490,1.1847042763031408,122.61751,124.03915513156376,121.19586486843623
2020-03-09 17:15:00,120.686,121.6,120.402,120.656,52085,1.1499539054741124,122.29784333333333,123.67778801990227,120.9178986467644
2020-03-09 17:30:00,120.8,120.8,120.4,120.4,29060,1.1984386630490944,122.0366,123.47472639565892,120.5984736043411
2020-03-09 17:45:00,120.39798,120.48,120.28002,120.4,40570,1.220152635757275,121.8005,123.26468316290872,120.33631683709127
2020-03-09 18:00:00,120.396,120.736,120.216,120.736,53125,1.0345907696311665,121.52833333333332,122.76984225689073,120.28682440977592
2020-03-09 18:15:00,120.598,120.598,120.0,120.1,65335,0.9966790158350838,121.28616666666669,122.48218148566879,120.09015184766459
2020-03-09 18:30:00,120.004,120.76,120.002,120.552,80790,0.8690303199368887,121.08833333333332,122.13116971725759,120.04549694940906
2020-03-09 18:45:00,120.74,121.0,120.4,120.85,48380,0.5785451712281551,120.89683333333333,121.59108753880712,120.20257912785955
2020-03-09 19:00:00,120.762,124.0,120.76,124.0,114025,1.0678883581416483,121.12249999999999,122.40396602976996,119.84103397023001
2020-03-09 19:15:00,124.0,126.98998,123.9,126.0,337925,1.7707961144038673,121.48916666666666,123.61412200395131,119.36421132938202
2020-03-09 19:30:00,126.0,126.6,125.986,126.43002,68510,2.276383527633649,121.856335,124.58799523316038,119.12467476683962
2020-03-09 19:45:00,126.6,126.934,126.08,126.93,115825,2.6995353054716547,122.30866833333333,125.54811069989931,119.06922596676735
2020-03-09 20:00:00,126.998,127.976,126.7,127.16,182195,2.975887382100096,122.85116833333335,126.42223319185346,119.28010347481323
2020-03-10 04:15:00,128.662,130.6,128.002,129.2,107055,3.3954586561299953,123.56316833333335,127.63771872068935,119.48861794597735
2020-03-10 04:30:00,129.0,130.166,129.0,129.74,38660,3.6643059189028455,124.34150166666666,128.73866876935008,119.94433456398325
2020-03-10 04:45:00,129.98,130.4,129.98,130.2,21560,3.795712300386653,125.15816833333332,129.71302309379732,120.60331357286934
2020-03-10 05:00:00,130.06,130.368,130.0,130.32,10695,3.7889343979745997,125.956835,130.50355627756952,121.41011372243048
2020-03-10 05:15:00,130.6,130.8,130.32,130.32,53415,3.4895548278251334,126.80850166666666,130.99596746005682,122.6210358732765
2020-03-10 05:30:00,130.458,131.2,130.458,131.046,40080,3.0686463980716083,127.68300166666666,131.3653773443526,124.00062598898073
2020-03-10 05:45:00,131.288,132.8,131.288,132.8,158540,2.5437275746380146,128.67883500000002,131.73130808956563,125.6263619104344
2020-03-10 06:00:00,132.894,134.424,132.894,133.296,91805,2.400785175736172,129.45350166666665,132.33444387755006,126.57255945578325
2020-03-10 06:15:00,132.968,135.602,132.96,135.4,83490,2.6878903419480795,130.236835,133.4623034103377,127.01136658966232
2020-03-10 06:30:00,135.016,135.36,134.552,134.552,36675,2.664648956355718,130.91366666666667,134.11124541429353,127.71608791903981
2020-03-10 06:45:00,134.776,135.0,134.326,135.0,55930,2.5850152042226595,131.58616666666668,134.68818491173388,128.48414842159949
2020-03-10 07:00:00,135.548,136.196,135.404,135.74,118610,2.431498222508598,132.30116666666666,135.21896453367697,129.38336879965635
2020-03-10 07:15:00,135.6,136.2,134.0,134.8,410135,2.3168870115403526,132.76783333333336,135.54809774718177,129.98756891948494
2020-03-10 07:30:00,134.648,135.11,134.222,134.8,214870,2.1716335075033144,133.1895,135.79546020900398,130.58353979099604
2020-03-10 07:45:00,134.802,135.0,134.222,134.448,124555,1.9775750301827062,133.54350000000002,135.91659003621928,131.17040996378077
2020-03-10 08:00:00,134.422,134.6,133.424,133.968,158715,1.6975674842663986,133.8475,135.88458098111968,131.8104190188803
2020-03-10 08:15:00,135.986,136.022,131.80002,132.82202,517970,1.3411584761754936,134.05600166666667,135.66539183807726,132.4466114952561
2020-03-10 08:30:00,133.016,133.016,132.0,132.204,195005,1.1299163195239152,134.15250166666667,135.50840125009537,132.79660208323796
2020-03-10 08:45:00,132.204,132.3,131.042,131.042,178415,1.4023432545820935,134.00600166666666,135.68881357216517,132.32318976116815
2020-03-10 09:00:00,131.174,133.2,130.754,132.802,299955,1.4320174565252697,133.96483500000002,135.68325594783033,132.2464140521697
2020-03-10 09:15:00,132.8,134.0,132.7,133.05,281205,1.3775614198612087,133.76900166666667,135.42207537050012,132.1159279628332
2020-03-10 09:30:00,133.15,133.454,132.006,132.2,185420,1.422613406899429,133.57300166666667,135.280137754946,131.86586557838734
2020-03-10 09:45:00,131.886,133.6,128.022,128.949,9458400,1.8721880339807746,133.06875166666669,135.3153773074436,130.82212602588976
2020-03-10 10:00:00,128.952,131.31,128.666,130.424,5250095,1.8105781121054225,132.62575166666667,134.7984454011932,130.45305793214015
2020-03-10 10:15:00,130.46,130.856,129.494,130.26298,3032440,1.7888563900763408,132.24766666666667,134.39429433475829,130.10103899857506
2020-03-10 10:30:00,130.31478,130.31798,127.642,128.03,3134210,1.969194052047652,131.6835,134.04653286245718,129.32046713754283
2020-03-10 10:45:00,128.019,128.644,126.4,126.586,2969615,2.253201823415723,131.02833333333334,133.7321755214322,128.32449114523448
2020-03-10 11:00:00,126.5327,127.2,126.01202,126.0595,2731585,2.4621080507635527,130.36929166666667,133.32382132758292,127.4147620057504
2020-03-10 11:15:00,126.03,126.398,125.032,125.45202,3047670,2.7021710568173134,129.755125,132.99773026818076,126.51251973181921
2020-03-10 11:30:00,125.533,126.156,122.66208,123.01114,3919260,3.2017178337471144,128.98905333333335,132.83111473382988,125.14699193283681
2020-03-10 11:45:00,123.0,124.39924,121.6,124.39924,4608070,3.383591099393029,128.43549,132.4957993192716,124.37518068072835
2020-03-10 12:00:00,124.35408,125.804,123.2762,124.204,3486265,3.283764567006579,127.71899,131.6595074804079,123.77847251959211
2020-03-10 12:15:00,124.224,127.028,124.224,126.637,3280945,2.8274310168174015,127.18457333333333,130.57749055351422,123.79165611315246
2020-03-10 12:30:00,126.56886,127.35,125.104,125.19,2015000,2.386835819152252,126.60040666666667,129.46460964964936,123.73620368368397
2020-03-10 12:45:00,125.14512,126.67,124.876,126.6389,1923065,2.2705168633429045,126.40789833333332,129.1325185693448,123.68327809732183
2020-03-10 13:00:00,126.696,126.8,125.65,125.853,1194595,1.8864440953567103,126.02698166666666,128.2907145810947,123.76324875223861
2020-03-10 13:15:00,125.87792,127.25228,125.6,126.824,1349400,1.3768010451636388,125.74040000000001,127.39256125419638,124.08823874580364
2020-03-10 13:30:00,126.84156,127.176,126.264,126.67,1345310,1.2180142917607135,125.62706666666668,127.08868381677954,124.16544951655382
2020-03-10 13:45:00,126.673,127.0,125.406,125.915,1130595,1.1849426279782505,125.57115,126.9930811535739,124.14921884642611
2020-03-10 14:00:00,125.834,126.508,125.604,126.04,1077295,1.1842251882022818,125.569525,126.99059522584274,124.14845477415726
2020-03-10 14:15:00,126.101,126.77526,125.25,126.4,1600580,1.207072895315808,125.64852333333333,127.0970108077123,124.20003585895437
2020-03-10 14:30:00,126.362,126.588,125.402,125.98006,1110710,0.8762969576507588,125.89593333333333,126.94748968251425,124.84437698415242
2020-03-10 14:45:00,125.84056,127.95962,125.5498,127.8,1911535,0.897900319776489,126.17933,127.25681038373178,125.10184961626821
2020-03-10 15:00:00,127.778,129.0,127.516,128.42,2854745,0.879355494018698,126.53066333333334,127.58588992615577,125.4754367405109
2020-03-10 15:15:00,128.41106,129.23702,128.022,128.6,2256325,1.0641112212661543,126.69424666666667,127.97118013218606,125.41731320114728
2020-03-10 15:30:00,128.55,129.8,128.276,128.49,2420210,1.0664355072973803,126.96924666666666,128.24896927542352,125.68952405790981
2020-03-10 15:45:00,128.41,129.19344,127.602,128.402,2732005,1.1359714036882191,127.11617166666667,128.47933735109254,125.75300598224081
2020-03-10 16:00:00,128.47832,129.172,128.0,129.0,3008530,1.180240619148637,127.37842166666667,128.79471040964503,125.9621329236883
2020-03-10 16:15:00,129.066,129.114,128.4,128.584,120230,1.2139548258021766,127.52508833333333,128.98183412429594,126.06834254237071
2020-03-10 16:30:00,128.43,129.066,128.4,128.6,142120,1.2182103195773677,127.68592166666667,129.1477740501595,126.22406928317383
2020-03-10 16:45:00,128.79,128.8,128.5,128.7,20300,1.1107016391496396,127.918005,129.25084696697957,126.58516303302042
2020-03-10 17:00:00,128.7,128.7,128.52,128.6,18590,0.9516645947531726,128.13133833333333,129.27333584703715,126.98934081962952
2020-03-10 17:15:00,128.5,128.6,128.4,128.59,13670,0.7848267677979808,128.31383833333334,129.2556304546909,127.37204621197576
2020-03-10 17:30:00,128.6,129.066,128.406,128.4148,112375,0.27718700393829054,128.51673333333335,128.8493577380593,128.1841089286074
2020-03-10 17:45:00,128.492,128.58,128.2,128.2,16525,0.19503822158636114,128.55006666666665,128.78411253257028,128.31602080076303
2020-03-10 18:00:00,128.38,128.38,127.20002,127.20002,25970,0.43694376425919235,128.44840166666665,128.97273418377767,127.92406914955562
2020-03-10 18:15:00,127.2,127.23,127.0,127.0,23670,0.600126530929057,128.31506833333333,129.03522017044818,127.59491649621846
2020-03-10 18:30:00,127.0,127.4,126.8,127.39998,39740,0.651532737437024,128.22423333333333,129.00607261825775,127.4423940484089
2020-03-10 18:45:00,127.382,129.066,127.382,127.8,64940,0.6597256032537526,128.17406666666668,128.96573739057118,127.38239594276217
2020-03-10 19:00:00,127.442,127.51,126.022,126.022,43420,0.8526856673745694,127.9259,128.9491228008495,126.90267719915052
2020-03-10 19:15:00,126.0,126.2,125.802,126.052,63820,0.9789583945475059,127.7149,128.889650073457,126.540149926543
2020-03-10 19:30:00,126.074,126.2,125.864,126.004,15065,1.0498541191938486,127.49856666666666,128.7583916096993,126.23874172363405
2020-03-10 19:45:00,126.2,126.2,125.8,125.80798,25220,1.080479269520695,127.257565,128.55414012342484,125.96098987657517
2020-03-10 20:00:00,125.6,125.894,125.004,125.06,92975,1.1609028684802627,126.962565,128.35564844217632,125.56948155782368
2020-03-11 04:15:00,124.8,126.356,124.8,126.0,16325,1.0678622884133186,126.74673166666666,128.02816641276263,125.46529692057068
2020-03-11 04:30:00,125.6,125.6,123.6,123.6,11735,1.2696183571583153,126.34549833333334,127.86904036192331,124.82195630474337
2020-03-11 04:45:00,123.8,124.224,123.8,124.2,18115,1.2635409060723446,126.012165,127.5284140872868,124.49591591271319
2020-03-11 05:00:00,124.996,125.794,124.996,125.52,22095,1.2119823401303238,125.87216333333333,127.32654214148972,124.41778452517694
2020-03-11 05:15:00,125.2,125.776,125.2,125.6,11765,1.159805513502749,125.75549666666667,127.14726328286997,124.36373005046337
2020-03-11 05:30:00,125.776,125.996,125.6,125.996,4920,1.0438517057846477,125.63849833333332,126.8911203802749,124.38587628639173
2020-03-11 05:45:00,125.81,125.81,125.0,125.8,19375,0.7980971813897066,125.47183166666667,126.42954828433432,124.51411504899903
2020-03-11 06:00:00,125.696,125.7,125.696,125.7,5355,0.783191923556419,125.44499833333333,126.38482864160103,124.50516802506563
2020-03-11 06:15:00,125.612,125.612,125.612,125.612,1275,0.7622091505118459,125.40833166666665,126.32298264728087,124.49368068605244
2020-03-11 06:30:00,125.232,125.232,124.62,124.62,9680,0.768565097518711,125.29299833333334,126.2152764503558,124.37072021631089
2020-03-11 06:45:00,124.666,124.666,124.652,124.652,1000,0.770591901584454,125.19666666666666,126.121376948568,124.27195638476532
2020-03-11 07:00:00,125.524,125.524,125.508,125.508,1250,0.7742125618386537,125.234,126.16305507420638,124.3049449257936
2020-03-11 07:15:00,125.264,125.804,124.652,125.6,111490,0.7463439778902221,125.20066666666666,126.09627944013494,124.30505389319839
2020-03-11 07:30:00,125.396,125.5,124.786,125.29,82640,0.5506327764900781,125.3415,126.0022593317881,124.6807406682119
2020-03-11 07:45:00,125.2,125.748,124.84,124.84,85875,0.4522175327974754,125.39483333333334,125.93749437269031,124.85217229397637
2020-03-11 08:00:00,125.022,126.31,124.796,126.0,83820,0.48438036018514014,125.43483333333334,126.0160897655555,124.85357690111118
2020-03-11 08:15:00,124.802,126.598,124.71,125.548,86925,0.48299905891092826,125.4305,126.01009887069311,124.85090112930688
2020-03-11 08:30:00,125.3,125.986,125.066,125.234,57380,0.4509186582559721,125.367,125.90810238990717,124.82589761009284
2020-03-11 08:45:00,125.204,125.586,124.7,125.3,152955,0.42988060357853847,125.32533333333333,125.84119005762759,124.80947660903908
2020-03-11 09:00:00,125.378,125.6,125.0,125.51,120920,0.41816580008813026,125.30950000000001,125.81129896010577,124.80770103989425
2020-03-11 09:15:00,125.6,127.584,125.3,126.5,220570,0.5379727096827237,125.38350000000001,126.02906725161928,124.73793274838074
2020-03-11 09:30:00,126.582,128.258,126.2,128.0,239460,0.8787733013419041,125.66516666666666,126.71969462827695,124.61063870505637
2020-03-11 09:45:00,128.04,130.716,126.802,128.92734,7241800,1.2279593130400426,126.02144500000001,127.49499617564807,124.54789382435196
2020-03-11 10:00:00,129.05,130.26,128.20958,130.21,3755565,1.706263640131101,126.41327833333334,128.46079470149067,124.36576196517602
2020-03-11 10:15:00,130.18222,130.258,128.478,128.55502,2950245,1.7894297930092942,126.65953,128.80684575161115,124.51221424838886
2020-03-11 10:30:00,128.546,128.722,126.41,126.912,2984390,1.7370700821123892,126.79469666666667,128.87918076520154,124.7102125681318
2020-03-11 10:45:00,126.852,127.482,126.0425,126.18,2261210,1.6403690486059928,126.90636333333333,128.87480619166053,124.93792047500614
2020-03-11 11:00:00,126.214,127.1517,126.06,126.304,2072310,1.6273950889764106,126.93169666666667,128.88457077343836,124.97882255989498
2020-03-11 11:15:00,126.304,127.144,126.2,127.02826,1864245,1.5679944651911368,127.05505166666667,128.93664502489602,125.1734583084373
2020-03-11 11:30:00,127.006,127.076,126.06,126.55002,1289410,1.472140530693137,127.16472,128.93128863683177,125.39815136316824
2020-03-11 11:45:00,126.64,127.6,126.408,126.968,1654260,1.3540794002234582,127.30372,128.92861528026816,125.67882471973185
2020-03-11 12:00:00,127.068,128.2,126.754,127.69944,1786545,1.2324599752701573,127.48617333333333,128.96512530365752,126.00722136300914
2020-03-11 12:15:00,127.76012,129.246,127.434,128.854,2039365,1.24845974597087,127.68234,129.18049169516505,126.18418830483495
2020-03-11 12:30:00,128.97398,129.692,128.462,128.68828,1975450,1.279797536255886,127.73969666666666,129.27545371017374,126.2039396231596
2020-03-11 12:45:00,128.67,129.148,127.1303,127.173,1727850,1.2310701833760338,127.59350166666667,129.0707858867179,126.11621744661542
2020-03-11 13:00:00,127.202,127.6,126.606,127.154,2317080,0.9165006875811996,127.338835,128.43863582509744,126.23903417490256
2020-03-11 13:15:00,127.172,127.2391,126.104,126.7085,2002110,0.8460490276558219,127.18495833333333,128.2002171665203,126.16969950014634
2020-03-11 13:30:00,126.715,127.231,126.3,126.593,1451660,0.860296823116312,127.15837499999999,128.19073118773957,126.12601881226041
2020-03-11 13:45:00,126.51,126.866,125.456,125.70174,1619285,0.9188294773442636,127.11852,128.22111537281313,126.01592462718689
2020-03-11 14:00:00,125.722,126.582,125.442,126.22528,1653185,0.9254307182360612,127.11196,128.22247686188328,126.00144313811673
2020-03-11 14:15:00,126.154,126.48,125.224,125.3412,1404350,1.0579588620104148,126.97137166666666,128.24092230107917,125.70182103225416
2020-03-11 14:30:00,125.36426,125.79394,123.14,123.4523,2787695,1.4684165526285597,126.71322833333333,128.4753281964876,124.95112847017906
2020-03-11 14:45:00,123.507,124.976,122.8,123.908,3078150,1.6717659767815447,126.45822833333334,128.46434750547118,124.45210916119548
2020-03-11 15:00:00,123.78696,124.824,123.758,124.282,1398420,1.7311304321314196,126.17344166666668,128.25079818522437,124.09608514810897
2020-03-11 15:15:00,124.354,124.644,122.6,122.86094,1868970,1.7518600142082197,125.67402,127.77625201704986,123.57178798295014
2020-03-11 15:30:00,122.832,125.986,122.718,125.986,3100630,1.48208055058964,125.44883,127.22732666070758,123.67033333929243
2020-03-11 15:45:00,125.9381,127.258,125.00802,126.698,3471135,1.4375184349636412,125.40924666666666,127.13426878862303,123.68422454471029
2020-03-11 16:00:00,126.698,127.826,125.866,126.781,4071720,1.3999026164007848,125.37816333333332,127.05804647301426,123.69828019365238
2020-03-11 16:15:00,126.846,126.846,125.61,126.3,213890,1.3692427191023655,125.34412166666668,126.98721292958952,123.70103040374384
2020-03-11 16:30:00,126.24,126.846,125.922,126.1,96355,1.3353407036123446,125.30303833333333,126.90544717766815,123.70062948899852
2020-03-11 16:45:00,126.05,126.846,125.8,126.2,114170,1.3564449313218643,125.34456,126.97229391758624,123.71682608241376
2020-03-11 17:00:00,126.2,126.2,125.924,125.95,32225,1.3424518383369377,125.32162000000001,126.93256220600433,123.71067779399569
2020-03-11 17:15:00,126.0,126.19998,125.96,126.0,10175,1.3567204525082703,125.37652000000001,127.00458454300994,123.74845545699009
2020-03-11 17:30:00,126.0,126.846,125.872,125.9,61280,1.2180361743880854,125.580495,127.0421384092657,124.1188515907343
2020-03-11 17:45:00,125.822,125.84,125.642,125.8,23650,1.0984439792048384,125.73816166666666,127.05629444171247,124.42002889162085
2020-03-11 18:00:00,125.896,126.846,125.84,126.2,97915,1.0026645611160732,125.897995,127.10119247333928,124.69479752666071
2020-03-11 18:15:00,126.26,127.59998,126.26,127.59998,57770,0.5099203711187402,126.292915,126.90481944534248,125.6810105546575
2020-03-11 18:30:00,127.4,128.0,127.308,128.0,79860,0.6968848007296469,126.46074833333331,127.29701009420889,125.62448657245774
2020-03-11 18:45:00,128.252,128.896,128.0,128.442,67725,0.9024079484845293,126.60608166666667,127.6889712048481,125.52319212848523
2020-03-11 19:00:00,128.6,128.6,127.96,128.6,49575,1.0714104965673878,126.75766500000002,128.04335759588088,125.47197240411916
2020-03-11 19:15:00,128.598,128.64,127.64,127.936,53985,1.1112278123511432,126.89399833333333,128.2274717081547,125.56052495851196
2020-03-11 19:30:00,127.642,127.642,126.672,127.358,74780,1.0886222994880945,126.99883166666666,128.30517842605238,125.69248490728094
2020-03-11 19:45:00,127.5,127.5,127.0,127.044,11300,1.059186241400953,127.069165,128.34018848968114,125.79814151031886
2020-03-11 20:00:00,127.204,127.6,126.62,126.62,85990,1.0114095025517056,127.12499833333332,128.33868973639537,125.91130693027128
2020-03-12 04:15:00,121.698,122.23,118.016,121.0,114610,2.031996130104779,126.70833166666665,129.1467270227924,124.26993631054091
2020-03-12 04:30:00,121.4,121.7,119.4,119.6,45455,2.891784130010183,126.18333166666667,129.6534726226789,122.71319071065446
2020-03-12 04:45:00,119.604,120.112,118.6,118.6,71125,3.631009701801758,125.58333166666667,129.94054330882878,121.22612002450455
2020-03-12 05:00:00,118.6,119.0,118.012,118.378,68950,4.172032753514334,124.93149833333332,129.93793763755053,119.92505902911613
2020-03-12 05:15:00,118.1,118.1,116.62,116.85,79225,4.67122797429946,124.03566666666667,129.64114023582601,118.43019309750731
2020-03-12 05:30:00,116.798,118.0,116.798,117.04,42990,4.891898299197932,123.12233333333334,128.99261129237087,117.25205537429582
2020-03-12 06:00:00,117.388,118.506,117.224,117.8,36165,4.803673376603489,122.2355,127.9999080519242,116.47109194807581
2020-03-12 06:15:00,117.312,117.5,117.102,117.5,16135,4.5274782967199965,121.31049999999999,126.74347395606398,115.877526043936
2020-03-12 06:30:00,117.5,117.8,117.18,117.66,29335,4.113258779590251,120.45416666666667,125.39007720217496,115.51825613115837
2020-03-12 06:45:00,117.7,117.796,117.16,117.3,41615,3.5670645940575483,119.616,123.89647751286905,115.33552248713094
2020-03-12 07:00:00,117.402,118.02,117.4,117.612,10295,2.7201391675621824,118.83,122.09416700107462,115.56583299892537
2020-03-12 07:15:00,117.976,119.6,115.112,116.8,517125,1.2355158902854853,118.01166666666667,119.49428573500926,116.52904759832408
2020-03-12 07:30:00,117.0,117.318,115.102,115.232,220775,1.0793693444851866,117.531,118.82624321338223,116.23575678661778
2020-03-12 07:45:00,115.556,115.8,114.654,114.654,233305,1.1588870706070797,117.11883333333333,118.50949781806182,115.72816884860484
2020-03-12 08:00:00,114.694,115.2,113.8,113.96,306170,1.3738946521285258,116.73216666666667,118.3808402492209,115.08349308411245
2020-03-12 08:15:00,117.63,119.572,112.56,113.254,483285,1.5944329190433135,116.30516666666665,118.21848616951863,114.39184716381467
2020-03-12 08:30:00,113.2,114.0,112.59,113.392,410585,1.7877765774572074,116.017,118.16233189294864,113.87166810705135
2020-03-12 08:45:00,113.0,114.6,113.0,114.4,249865,1.8127065650304517,115.79700000000001,117.97224787803655,113.62175212196347
2020-03-12 09:00:00,114.57,116.01,113.5,115.8,480960,1.7002572710840318,115.63033333333334,117.67064205863417,113.59002460803251
2020-03-12 09:15:00,116.126,116.2,114.4,115.682,373820,1.596337047647591,115.47883333333334,117.39443779051045,113.56322887615623
2020-03-12 09:30:00,115.708,116.2,114.576,116.0,430940,1.4558878890387608,115.3405,117.08756546684651,113.5934345331535
2020-03-12 09:45:00,116.178,116.242,113.4,114.0,5174730,1.3606651114251467,115.0655,116.69829813371018,113.43270186628982
2020-03-12 10:00:00,113.0,117.6,109.854,117.2519,7871030,1.3021095369756464,115.03549166666666,116.59802311103743,113.47296022229588
2020-03-12 10:15:00,117.334,117.596,114.4,115.058,5774420,1.1787712532527164,114.890325,116.30485050390327,113.47579949609674
2020-03-12 10:30:00,115.102,116.356,114.40026,114.758,3482655,1.1742139901941582,114.850825,116.25988178823299,113.44176821176701
2020-03-12 10:45:00,114.781,115.11,113.70802,114.208,3250425,1.187988024469447,114.81365833333332,116.23924396269666,113.38807270396998
2020-03-12 11:00:00,114.3,115.4,114.0,114.472,2610855,1.163483153858767,114.85632499999998,116.2525047846305,113.46014521536947
2020-03-12 11:15:00,114.472,114.472,112.0,112.07362,2817635,1.346730626205012,114.75796000000001,116.37403675144603,113.141883248554
